Title,Start Date,End Date,Description,Venue,Address,City,Postal Code,Country,Organizer,Website,Categories,Image URL,Source URL
Les Escales de la Rodia,2024-05-24T00:00:00+02:00,2024-06-21T23:59:59+02:00,"Du 24 mai au 21 juin, c’est le retour des Escales à la Rodia.  Au coeur de la ville, l’équipe vous prépare un mois de découvertes musicales et de détente.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/393379320_707969071363312_3323575396836750880_n.jpg,https://sortir.besancon.fr/evenement/198176/
Ulysse de James Joyce,2024-05-27T00:00:00+02:00,2024-06-09T23:59:59+02:00,Spectacle Ulysse de James Joyce.,Fort de Chaudanne,Fort de Chaudanne,Besançon,25000,France,Théâtre Alcyon,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Affiche_Joyce_508-e1715356197376.jpg,https://sortir.besancon.fr/evenement/ulysse-de-james-joyce/
Kin’Gongolo Kiniata + Zo,2024-06-05T00:00:00+02:00,N/A,"Les congolais de Kin’Gongolo Kiniata sont un véritable phénomène. Nourris par les ambiances sonores de Kinshasa, ils traduisent la vie frénétique de ces rues dans leur musique. Ils fabriquent eux-mêmes leurs instruments avec des objets qu’ils recyclent et explorent les textures sonores pour produire un rock-électro-congolais imparable. Pour cette soirée à la Rodia, ils seront rejoints sur scène pour quelques morceaux par les bisontins de Greenshop, qu’ils ont rencontré au Congo dans le cadre du projet « Besakin » qui relie Besançon à la capitale congolaise.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/kingongolo-kiniata-zo-dj-set/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/b0006438-800x800-1.jpg,https://sortir.besancon.fr/evenement/kingongolo-kiniata-zo-zo/
Lux Aeterna,2024-06-05T00:00:00+02:00,N/A,Musique sacrée et chants spirituels.,Chapelle du centre diocesain,20 rue mégevand,Besançon,25000,N/A,N/A,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/2-6.jpg,https://sortir.besancon.fr/evenement/lux-aeterna/
Georges Kaplan de Frédéric Sonntag,2024-06-05T00:00:00+02:00,N/A,Pièce de théâtre avec les élèves comédiens du Conservatoire.,Auditorium du Conservatoire,1 Passage des Arts,Besançon,25000,France,Conservatoire du Grand Besançon Métropole,https://conservatoire.grandbesancon.fr/agenda/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/KAPLAN.jpg,https://sortir.besancon.fr/evenement/georges-kaplan-de-frederic-sonntag/
Scat-Noizet,2024-06-05T00:00:00+02:00,N/A,"Un spectacle tout en rythme qui décoiffe Tchaïkovski ! Par le Jeune ensemble vocal & Choeur d’enfants avec musiciens, narrateur & comédien.
Direction : Edlira Priftuli",Théâtre Ledoux,Rue Megevand,Besançon,25000,N/A,Conservatoire du Grand Besançon Métropole,https://conservatoire.grandbesancon.fr/agenda/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Scat-noizet.jpg,https://sortir.besancon.fr/evenement/scat-noizet/
Hommage à Daniel Darc,2024-06-06T00:00:00+02:00,N/A,"Compositeur, producteur et arrangeur de haut vol, Frédéric Lo représente pour beaucoup l’un des hommes clés des emblématiques Crèvecœur etAmours Suprêmes de Daniel Darc. S’il participa en effet activement au retour en forme de l’ancien Taxi Girl, le parcours de ce discret artisan de la pop d’ici ne saurait se résumer à cette unique collaboration. De Dani à Peter Doherty, en passant par Alex Beaupain ou Bill Pritchard, le nom de Frédéric Lo résonne tout particulièrement chez les amateurs de chansons ouvragées.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/frederic-lo-800x800-1.jpg,https://sortir.besancon.fr/evenement/hommage-a-daniel-darc/
Présentation de la programmation de la 77ème édition du Festival de musique,2024-06-06T00:00:00+02:00,N/A,"A l’occasion d’une soirée festive, Jean-Michel Mathé, directeur du Festival international de musique de Besançon présentera la programmation de la 77e édition du Festival.",Théâtre Ledoux,Rue Megevand,Besançon,25000,N/A,Festival International de musique,https://festival-besancon.com/presentation-de-la-programmation-2024/?utm_source=brevo&utm_campaign=N_MAI_24&utm_medium=email,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Sans-titre-2.jpg,https://sortir.besancon.fr/evenement/presentation-de-la-programmation-de-la-77eme-edition-du-festival-de-musique/
Marc-Antoine Le Bret,2024-06-06T00:00:00+02:00,N/A,Marc-Antoine Le Bret revient avec un nouveau spectacle : SOLO,Micropolis,3 Boulevard Ouest,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/marc-antoine-le-bret/64f1b20d4fb49/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/09/Template-Affiche-Siteweb-MALB.jpg,https://sortir.besancon.fr/evenement/marc-antoine-le-bret/
Match d’improvisation jeunes : L’ARTI jeunes Auxons reçoit Besançon,2024-06-07T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ils sont jeunes et fringants, ensemble ils affûtent leur imaginaire en ateliers, et dans la patoche bientôt ils se rencontreront : venez assister au match jeunes ARTI Auxons contre jeunes ARTI Besançon
—–
VENDREDI 07 JUIN à 20h
Pôle sportif et de loisirs
Rue du Stade, 25870 Les Auxons
—–
TARIFS & BILLETTERIE
BILLETTERIE en ligne ouverte jusqu’au 07 juin à 12h -> accès via notre site web : ludi-arti.fr/ (lien cliquable en bio)
VENTE SUR PLACE des places restantes, le soir-même dès 19h30
Tarifs : 10€ Normal /7€ Réduit (étudiants, scolaires, demandeurs d’emploi) • +0,50 cts sur place
—–
ℹ️ Toute l’année, dates, billetterie & infos sur notre site ludi-arti.fr • Facebook / Instagram : “Impro Besançon” • Pour nous joindre en direct : 06 79 32 83 84
—–
MATCH D’IMPROVISATION
Imaginez un arbitre sévère, lançant des titres à deux équipes qui, après 20 secondes de réflexions, créent des histoires improvisées.
Imaginez-vous voter pour votre équipe préférée au cours d’un spectacle dynamique drôle et parfois poétique et fantastique.
Ou arrêtez d’imaginez, venez et vivez-le !
VENI, VIDI, ARTI !",Pôle sportif des Auxons,Pôle sportif des Auxons,Les Auxons,25870,France,ARTI,N/A,"Loisirs, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-08-a-14.14.39_e131faa8.jpg,https://sortir.besancon.fr/evenement/match-dimprovisation-jeunes-larti-jeunes-auxons-recoit-besancon/
concert du choeur  AIRS du TEMPS,2024-06-07T00:00:00+02:00,N/A,"Le chœur mixte bisontin « Airs du Temps », dirigé par Catherine Danielsen, donnera un concert à TORPES le 7 juin à 20h dans l’Eglise. Il sera gratuit.",Eglise de TORPES,eglise,TORPES,25320,N/A,choeur AIRS DU TEMPS,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Concerts-de-juin-copie.jpeg,https://sortir.besancon.fr/evenement/concert-du-choeur-airs-du-temps-3/
Les Petits Papiers,2024-06-07T00:00:00+02:00,N/A,"Spectacle d’improvisation théâtrale par Impro Show, avec Isobelle et Nikus.",Le Scènacle,6 Rue de la Vieille Monnaie,Besançon,25000,France,TEM Théâtre et Management,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/Sans-titre-3.jpg,https://sortir.besancon.fr/evenement/spectacle-dimprovisation-theatrale-les-petits-papiers-5-avril-2024-le-scenacle-besancon/
Spectacle musical : Le tour du monde en 80 jours,2024-06-08T00:00:00+02:00,N/A,Spectacle musical proposé par l’orchestre Victor Hugo,Médiathèque Pierre Bayle,"27, Avenue de la République",Besançon,25000,France,Bibliothèques municipales de Besançon,https://bibliotheques.besancon.fr/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Sortir-evenement-4.jpg,https://sortir.besancon.fr/evenement/spectacle-musical-le-tour-du-monde-en-80-jours/
Pan American Road + Pause déj musicale,2024-06-08T00:00:00+02:00,N/A,Formation associée par l’Orchestre Victor Hugo | Jean-François Verdier.,Théâtre Ledoux,Rue Megevand,Besançon,25000,N/A,Orchestre Victor Hugo Franche-Comté,https://www.orchestrevictorhugo.fr/concerts/pan-american-road/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/06/P6A5371cYves.Petit-paysage-1920x1280-1-e1688144530976.jpg,https://sortir.besancon.fr/evenement/pan-american-road-pause-dej-musicale/
Selva Sonora,2024-06-11T00:00:00+02:00,N/A,"Selva Sonora est un groupe créé en 2023 autour de Louise Munka, chanteuse-accordéoniste qui revisite à sa façon les musiques populaires sud-américaines : cumbia, joropo, valse…",Foyer de Jeunes Travailleurs les Oiseaux,48 Rue des Cras,Besançon,25000,France,FJT les Oiseaux,https://www.habitatjeuneslesoiseaux.fr/culture/concerts/article/cafarnaum,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/selva.jpg,https://sortir.besancon.fr/evenement/selva-sonora/
Rodiathèque : Concert de clôture : The Sky is Crying par Bribes 4,2024-06-11T00:00:00+02:00,N/A,Concert de clotûre du cycle de conférences de La Rodia autour des musiques afro-américaines.,Médiathèque Pierre Bayle,"27, Avenue de la République",Besançon,25000,France,Bibliothèques municipales de Besançon,https://larodia.com/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/s-1-Visuel-generique-Format-sortir-min.jpg,https://sortir.besancon.fr/evenement/rodiatheque-concert-de-cloture-the-sky-is-crying-par-bribes-4/
Hop Garden,2024-06-13T00:00:00+02:00,N/A,"Dans les jardins de la Résidence Canot, venez profiter de cette dernière soirée avant l’été ! Le jeudi 13 juin, le Café International se transforme pour accueillir la HOP GARDEN !",Résidence Canot,6 rue Antide Janvier,Besançon,25000,N/A,"Café international, Crous BFC",N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/445192570_958470299403926_6832826557841482769_n.jpg,https://sortir.besancon.fr/evenement/hop-garden/
Fais comme à Givors – Festival de caves 2024 – Théâtre Souterrain,2024-06-13T00:00:00+02:00,N/A,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre…",Place Pasteur,place Pasteur,Besançon,25000,N/A,Association Européenne du Festival de Caves,http://www.festivaldecaves.fr,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-10.jpg,https://sortir.besancon.fr/evenement/fais-comme-a-givors-festival-de-caves-2024-theatre-souterrain/
Sami Galbi (live) + Sparse + Fred Balkayou,2024-06-14T00:00:00+02:00,N/A,"Sami Galbi puise dans les musiques de son enfance, celles qu’il a redécouvertes dans les cabarets de Casablanca, le raï et le chaâbi qu’il raconte à sa façon. Avec ses machines analogiques, synthétiseurs et effets de guitare, il module les musiques populaires et folkloriques nord-africaines en leur donnant une texture pop et une atmosphère club.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/sami-galbi-live-fred-balkayou-dj-set-vente-aux-encheres-de-45-tours-by-sparse/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/sami-galbi-chanabatch-1-800x800-1.jpg,https://sortir.besancon.fr/evenement/sami-galbi-live-sparse-fred-balkayou/
Fais comme à Givors – Festival de caves 2024 – Théâtre Souterrain,2024-06-14T00:00:00+02:00,N/A,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre…",Place Pasteur,place Pasteur,Besançon,25000,N/A,Association Européenne du Festival de Caves,http://www.festivaldecaves.fr,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-11.jpg,https://sortir.besancon.fr/evenement/fais-comme-a-givors-festival-de-caves-2024-theatre-souterrain-2/
Concert du Chœur Schütz de Besançon,2024-06-14T00:00:00+02:00,N/A,"Requiem de Maurice DURUFLÉ. Musiques sacrées, Cantique de Jean Racine de Gabriel FAURÉ",Cathédrale Saint-Jean,Rue de la Convention,Besançon,25000,France,Chœur Schütz de Besançon,https://www.helloasso.com/associations/choeur-schutz-de-besancon/evenements/requiem-de-durufle,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/2024-Durufle-Faure.jpg,https://sortir.besancon.fr/evenement/concert-du-choeur-schutz-de-besancon/
Rencontres de théâtre amateur,2024-06-14T00:00:00+02:00,2024-06-16T23:59:59+02:00,"Les Jacquenscène, regroupement de 6 troupes de théâtre amateur, vous invitent à leurs 5èmes Rencontres au CDN de Besançon pour vous permettre de voir en un week-end, les spectacles montés cette année par 5 compagnies.",CDN,avenue Edouard Droz - Esplanade Jean-Luc Lagarce,Besançon,25000,France,Les Jacquenscène,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/RTA-2024-Flyer-1-JPG.jpeg,https://sortir.besancon.fr/evenement/rencontres-de-theatre-amateur/
Back to the Trees : prenez l’art en forêt !,2024-06-15T00:00:00+02:00,2024-06-16T23:59:59+02:00,"Cet événement singulier propose à tous, petits et grands, de parcourir la forêt pour la redécouvrir et la vivre différemment. Le temps d’une soirée, artistes et conférenciers investissent le Bois d’Ambre et proposent à chacun de déambuler dans un espace où, soudain, nature, poésie et magie se rencontrent sous les arbres.",Bois d’Ambre,N/A,Saint-Vit,25410,France,Association Elektrophonie,https://backtothetrees.net/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/BTTT2024-AFFICHE-RVB.jpg,https://sortir.besancon.fr/evenement/back-to-the-trees-prenez-lart-en-foret/
Doux VaKarme IntrospeKtion + Clio,2024-06-15T00:00:00+02:00,N/A,"Cirque & Musique est un projet croisant les pratiques amateurs du groupe « Doux VaKarme », constitué d’élèves adolescents de Passe-Muraille, Centre des Arts du Cirque de Besançon et de deux musiciens professionnels, Nils Sorensen et Guillaume Charret, plébiscités et soutenus dans ce cadre par la Rodia, SMAC de Besançon.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/doux-vakarme-introspektion-creation-cirque-et-musique-clio/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/photo-5-dr-800x800-1.jpeg,https://sortir.besancon.fr/evenement/doux-vakarme-introspektion-clio/
Bal fol d’un autre monde,2024-06-15T00:00:00+02:00,2024-06-16T23:59:59+02:00,"Kenzeyiel vous accueille au pied de la cascade du Bout du Monde pour le 4ème bal folk d’un autre monde.
Ambiance magique et conviviale garantie pour cette soirée animée par le groupe Bout du Monde.","Château du Bout du Monde, Beure",19 rue dela Cascade,Beure,25720,N/A,Association Kenzeyiel,N/A,"Loisirs, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/06/affiche-3-pour-sortir-a-Besac-bandeau.png,https://sortir.besancon.fr/evenement/bal-fol-dun-autre-monde/
Fais comme à Givors – Festival de caves 2024 – Théâtre Souterrain,2024-06-15T00:00:00+02:00,N/A,"Venez assister à une expérience théâtrale atypique, avec ce festival hors les murs et sous-terrain. Pour sa 18ème édition, du 9 mai au 20 juin, le Festival de caves propose 9 spectacles inédits dans les caves, rêvés pour la proximité et le petit nombre…",Place Pasteur,place Pasteur,Besançon,25000,N/A,Association Européenne du Festival de Caves,http://www.festivaldecaves.fr,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-24JPG-12.jpg,https://sortir.besancon.fr/evenement/fais-comme-a-givors-festival-de-caves-2024-theatre-souterrain-3/
Ethnic Deep music (live & DJ),2024-06-15T00:00:00+02:00,N/A,The guy called Siri,Hôp Hop Hop,2 place saint jacques,Besançon,25000,France,hôp hôp hôp,https://www.facebook.com/events/964991091825233,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/441067751_1009124724030070_2373502230718174214_n.jpg,https://sortir.besancon.fr/evenement/ethnic-deep-music-live-dj/
Les mal aimés : de et avec Laurence Marion-Diaz,2024-06-19T00:00:00+02:00,2024-06-08T23:59:59+02:00,La médiathèque des Tilleuls fête la musique avec un conte musical et dansé !,Médiathèque des Tilleuls,Place des Tilleuls,Besançon,25000,France,Bibliothèques municipales de Besançon,https://bibliotheques.besancon.fr/,"Loisirs, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/05/Sortir-evenement-7.jpg,https://sortir.besancon.fr/evenement/les-mal-aimes-de-et-avec-laurence-marion-diaz/
Amuso fête la musique,2024-06-19T00:00:00+02:00,N/A,"A l’occasion de la fête de la musique, venez écouter les élèves dans un cadre exceptionnel, au parc de l’observatoire de Besançon.",Observatoire de Besançon,34 Av de l'Observatoire,BESANÇON,25000,France,AMUSO,https://www.amuso.fr/page/868302-agenda-culturel,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/01/Affiche-fete-de-la-musique-19-juin-AMUSO-min.jpg,https://sortir.besancon.fr/evenement/amuso-fete-la-musique/
Le CAEM en spectacle,2024-06-19T00:00:00+02:00,N/A,"Le Carrefour d’Animation et d’Expression Musicales (CAEM), basé à Planoise, prend ses quartiers chaque année à la Rodia. Cette soirée sera l’occasion de présenter le résultat du travail mené par les élèves musiciens dans le cadre du dispositif « Idencité ». A cette occasion, ils ont pu créer des musiques avec l’artiste bisontin Sorg.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/le-caem-en-spectacle/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/img-4416-800x800-1.jpg,https://sortir.besancon.fr/evenement/le-caem-en-spectacle/
Voyage musical « Diode »d’Étienne Gauthier.,2024-06-20T00:00:00+02:00,N/A,"Plongez dans l’univers onirique d’Étienne Gauthier*, où la musique devient le fil conducteur d’un voyage introspectif, submersif. Par ses compositions inattendues, il touche notre conscience, notre inconscient, notre essence profonde… Une totale déconnexion ! Spectacle à partir de 7 ans.",Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,Oikos Stéréo,https://bit.ly/3vI9uZL,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/2406carre1.jpg,https://sortir.besancon.fr/evenement/voyage-musical-diodedetienne-gauthier/
Didjier Corrèze pour les enfants + Born Again,2024-06-21T00:00:00+02:00,N/A,"Une fête de la musique intergénérationnelle puisqu’elle célébrera le jeune public, avec un spectacle et une boum orchestrés par l’incomparable Didjier Corrèze.",Terrasse de la Rodia,4 Avenue Chardonnet,Besançon,25000,France,La Rodia,https://larodia.com/agenda/fete-de-la-musique/,"Jeune Public, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/04/cha-8542-800x800-1.jpg,https://sortir.besancon.fr/evenement/didjier-correze-pour-les-enfants-born-again/
Concert voix et orgue,2024-06-21T00:00:00+02:00,N/A,Les élèves de la classe d’orgue et de chant ainsi que le chœur mixte du conservatoire régional présenteront des œuvres sacrées.,Église Saint-Joseph,"18, avenue Villarceau",Besançon,25000,France,N/A,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Sans-titre.jpg,https://sortir.besancon.fr/evenement/concert-voix-et-orgue/
Sound system meeting,2024-06-22T00:00:00+02:00,N/A,"Un évènement organisé par Hôp Hop Hop, Pempelem l’association et la Cogip.",Hôp Hop Hop,2 place saint jacques,Besançon,25000,France,hôp hôp hôp,https://www.facebook.com/events/866481978641367,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/441872249_975975870987509_3725681072602694103_n.jpg,https://sortir.besancon.fr/evenement/sound-system-meeting/
« Carnet de Voyage » par Vocal Mania Besan’Scene,2024-06-23T00:00:00+02:00,N/A,"Les élèves de Vocal Mania seront sur scène le dimanche 23 juin à 16h30, avec un spectacle musical haut en couleurs sur le thème du voyage !",Petit Kursaal,2 Place du Théâtre,Besançon,25000,France,Vocal Mania Besançon,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Affiche-carnet-de-voyage.png,https://sortir.besancon.fr/evenement/carnet-de-voyage-par-vocal-mania-besanscene/
Jours de danse 2024,2024-06-27T00:00:00+02:00,2024-06-29T23:59:59+02:00,Un temps fort en mouvement à Besançon organisé par la compagnie Pernette,Multiples lieux,N/A,N/A,N/A,N/A,Compagnie Pernette,https://joursdedanse.compagnie-pernette.com/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/JDD-2024-carre.jpeg,https://sortir.besancon.fr/evenement/jours-de-danse-2024/
Fête du jardin partagé de Palente « La Biodiversité c’est la Vie »,2024-06-28T00:00:00+02:00,2024-06-29T23:59:59+02:00,"La Fête sera ouverte aux habitant.e.s, aux associations autour d’un spectacle musical et d’un barbecue convivial. La fête de l’école Condorcet sera partie intégrante de ce temps de grande convivialité.",Espace Condorcet,"41, Rue du Muguet",Besançon,25000,N/A,L’association de Palente,N/A,"Expositions, Rencontres, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/05/2.jpg,https://sortir.besancon.fr/evenement/fete-du-jardin-partage-de-palente-la-biodiversite-cest-la-vie/
Spectacle « Arts en Quête » et Soirée dansante,2024-06-28T00:00:00+02:00,2024-06-29T23:59:59+02:00,"En partenariat avec l’association Kiwanis, le spectacle de danses et d’arts proposera un voyage envoûtant au cœur des danses de couple, improvisées et interactives.",Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,Association Danses 25,http://www.aucarrousel.co,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/AFFICHE-SPECTACLE-DE-DANSES-GALA-2024-CARROUSEL-DES-ARTS-10.5-x-14.8-cm-A3.png,https://sortir.besancon.fr/evenement/spectacle-arts-en-quete-et-soiree-dansante/
Transatlantique saison 2,2024-06-29T00:00:00+02:00,N/A,AMUSO vous propose la suite du spectacle Transatlantique.,Salle du Manège – Fort de Bregille,N/A,Besançon,25000,France,AMUSO,https://www.amuso.fr/page/868302-agenda-culturel,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/01/Affiche-Transatlantique-29-juin-AMUSO-min.jpg,https://sortir.besancon.fr/evenement/transatlantique-saison-2/
Les Insolites de la Rodia #4 – Concert au lever du soleil « Nous étions une armée »,2024-06-30T00:00:00+02:00,N/A,Concert au lever du soleil !*,Citadelle,99 rue des Fusillés de la Résistance,Besançon,250000,France,La Rodia,https://larodia.com/agenda/les-insolites-de-la-rodia-4/?fbclid=IwAR2M96A-g2yd4jC0k7YvGZaxgksoT2HMP97-ExsZWuj7f1YsnycG1BJMfqM_aem_AZSrVz8lhdLyWP4acYvCFyfK5fpTcTIKK3zDWKB31T555TqRoLC0ZTjo48RNNw4hfMagHipDricbh34q3BDKSA-H,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/p1-credit-julien-leguay.jpg,https://sortir.besancon.fr/evenement/les-insolites-de-la-rodia-4-concert-au-lever-du-soleil-nous-etions-une-armee/
« Quand viendra la vague »,2024-07-04T00:00:00+02:00,N/A,Restitution de fin de cycle des élèves de la Cie Keichad. D’après le texte de Alice Zeniter.,Le Scènacle,6 Rue de la Vieille Monnaie,Besançon,25000,France,Le scènacle,https://www.helloasso.com/associations/le-scenacle/evenements/jeudi-4-juillet-17-h-30-quand-viendra-la-vague-piece-de-theatre-2?fbclid=IwAR1P3NaX18EOTPGRSbioERNHkexs5vygCk4_K8H4BTPus_uUeypUv1LpcHI_aem_Afa1U1LzM288Ct9D0xcBhCre91MpX2MA3QG1O90hUu-OmoByJDbyWHIQv8l6Ud1Vzyk5sb8V1RY54L5BexpXntta,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/434431750_1319130305692577_775149451702757722_n.jpg,https://sortir.besancon.fr/evenement/quand-viendra-la-vague/
Un Peu de Serious,2024-07-06T00:00:00+02:00,N/A,Cette année « Un Peu de Serious » aura lieu le Samedi 6 juillet à partir de 15h00 aux pépinières d’Avanne.,Chapiteau d’Avanne,N/A,N/A,N/A,N/A,The SeriousRoad Trip,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/03/logo-seul.jpg,https://sortir.besancon.fr/evenement/un-peu-de-serious/
Un Peu de Serious,2024-07-06T00:00:00+02:00,N/A,Infos :,Chapiteau d’Avanne,N/A,N/A,N/A,N/A,The SeriousRoad Trip,https://chb.theseriousroadtrip.org/un-peu-de-serious-2022-7/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/couleur_serious_pour_mail_.jpg,https://sortir.besancon.fr/evenement/un-peu-de-serious-2/
Panorama sonore,2024-07-11T00:00:00+02:00,2024-07-13T23:59:59+02:00,"La Citadelle de Besançon vous propose 3 soirées de concerts dans le parc Saint-Étienne avec les lumières de la ville pour décor, des artistes locaux, nationaux et internationaux aux esthétiques variées (hip hop, scène régionale, pop, électro) qui dessineront pour vous un panorama sonore exceptionnel.",Parc Saint-Etienne,N/A,N/A,N/A,N/A,Citadelle de Besançon,https://www.citadelle.com/agenda/panorama-sonore-2024-jeanne-added-en-solo-piano-voix-matis-akengin-piano-voix-kid-francescoli-electro-pop/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/30Jeanne_Added_Philarmonie_Paris_Ben-Pi-scaled-600x0-c-default.jpg,https://sortir.besancon.fr/evenement/panorama-sonore/
Inventaire : participez à une une résidence dansée avec l’arÊTE,2024-07-15T00:00:00+02:00,2024-07-19T23:59:59+02:00,"L’arÊTE cherche des participants pour INVENTAIRE cet été ! Venez jouer, danser…",Le Café des Pratiques,105 Rue de Belfort,Besançon,25000,France,l’arÊTE,N/A,"Loisirs, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2022/06/silhouette-g7981d8da3_1920-e1654585815873.jpg,https://sortir.besancon.fr/evenement/inventaire-participez-a-une-une-residence-dansee-avec-larete/2024-07-15/
La Nuit des Icares,2024-08-24T00:00:00+02:00,N/A,"Chaque année se déroule en Isère le plus grand festival de vol libre au monde, la Coupe Icare.",Complexe sportif de la Malcombe,Boulevard François Mitterand,Besançon,25000,France,Besancon Vol Libre,https://besancon-vol-libre.fr/nuit-des-icares/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/05/Affiche-Nuit-Des-Icares-1-1-1-1_11zon.png,https://sortir.besancon.fr/evenement/la-nuit-des-icares/
Lilian Renaud,2024-09-06T00:00:00+02:00,N/A,"Dernière date de sa tournée ‘ »Dans un moment de bonheur Tour ». Et il termine « à la maison », en Franche-Comté, au Grand Kursaal de Besançon !!",Grand Kursaal,2 Place du Théâtre,Besançon,25000,France,Culture Club Besac,N/A,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2023/12/407774610_825336489391271_6842964260579969329_n.jpg,https://sortir.besancon.fr/evenement/lilian-renaud/
Clio,2024-10-01T00:00:00+02:00,N/A,"Depuis la révélation d’un premier album, Clio, en 2016, la confirmation de Déjà Venise (2019) et de L’amour hélas (2021) et comme d’autres autrices-compositrices avant elle, de Kate Bush à Tori Amos, Clio mène son travail d’écriture en solitaire, entre Paris et chez elle, dans ce qu’elle appelle son « atelier permanent de construction de chansons ». Ce qui n’empêche guère ses chansons de séduire un large public grâce à l’accessibilité du streaming, on écoute Clio à Bruxelles, Montréal, Mexico, Istanbul ou encore Santiago !",Petit Kursaal,2 Place du Théâtre,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/clio/661014fc31bbf/,Spectacle,https://sortir.besancon.fr/wp-content/uploads/2024/04/affiche-site-clio.jpg,https://sortir.besancon.fr/evenement/clio/
